Open time,Open,High,Low,Close,Volume
2025-10-29 11:15:00,113031.31,113170.0,112993.36,113129.97,83.31099
2025-10-29 11:30:00,113129.97,113240.72,113023.86,113023.86,132.86215
2025-10-29 11:45:00,113023.86,113180.99,113023.86,113132.36,63.06224
2025-10-29 12:00:00,113132.35,113325.13,113132.35,113256.97,86.89706
2025-10-29 12:15:00,113256.97,113290.59,113074.0,113074.01,94.26806
2025-10-29 12:30:00,113074.01,113182.57,113050.01,113154.54,70.29301
2025-10-29 12:45:00,113154.54,113275.68,113084.33,113139.13,91.92655
2025-10-29 13:00:00,113139.13,113398.51,113097.24,113357.04,180.65289
2025-10-29 13:15:00,113357.04,113643.73,113336.81,113543.16,285.80022
2025-10-29 13:30:00,113543.17,113602.35,112926.0,113017.11,335.44095
2025-10-29 13:45:00,113017.11,113059.04,112705.0,112873.07,354.03035
2025-10-29 14:00:00,112873.08,112916.0,112484.95,112703.23,388.99269
2025-10-29 14:15:00,112703.23,112703.23,112234.74,112317.1,338.63472
2025-10-29 14:30:00,112317.1,112692.3,112246.41,112550.0,199.75737
2025-10-29 14:45:00,112550.01,112729.31,112317.1,112488.44,257.95748
2025-10-29 15:00:00,112488.45,112564.31,112220.01,112255.73,367.39006
2025-10-29 15:15:00,112255.74,112479.47,112000.0,112029.7,397.69044
2025-10-29 15:30:00,112029.7,112158.0,111672.99,111750.94,557.07036
2025-10-29 15:45:00,111750.94,111886.29,111401.5,111509.74,599.5939
2025-10-29 16:00:00,111509.74,111523.32,110960.0,111052.16,569.92524
2025-10-29 16:15:00,111052.15,111399.99,110983.8,111160.64,316.86574
2025-10-29 16:30:00,111160.63,111415.23,111100.0,111321.23,248.76111
2025-10-29 16:45:00,111321.22,111321.22,111089.98,111106.35,252.81095
2025-10-29 17:00:00,111106.35,111343.94,111070.43,111114.18,260.28767
2025-10-29 17:15:00,111114.18,111226.65,111002.23,111195.87,144.81707
2025-10-29 17:30:00,111195.86,111807.99,111153.76,111689.3,218.2039
2025-10-29 17:45:00,111689.3,111922.44,111626.6,111883.49,187.88101
2025-10-29 18:00:00,111883.5,112030.23,111112.36,111214.0,753.24679
2025-10-29 18:15:00,111214.0,111580.37,111174.61,111433.33,187.20915
2025-10-29 18:30:00,111433.34,111772.04,109200.0,109756.51,2633.85073
2025-10-29 18:45:00,109756.51,111277.33,109677.52,110806.38,797.88306
2025-10-29 19:00:00,110806.38,111438.65,110732.0,111300.32,455.88675
2025-10-29 19:15:00,111300.32,111400.0,110870.0,110947.53,269.88663
2025-10-29 19:30:00,110947.53,110966.26,110157.03,110385.26,280.43171
2025-10-29 19:45:00,110385.26,110853.14,110385.26,110640.0,163.8913
2025-10-29 20:00:00,110640.0,110858.31,110403.28,110587.73,297.71356
2025-10-29 20:15:00,110587.73,111348.11,110507.5,111329.97,191.3841
2025-10-29 20:30:00,111329.98,111381.77,111145.1,111261.29,105.43089
2025-10-29 20:45:00,111261.28,111538.16,111221.39,111433.46,133.9816
2025-10-29 21:00:00,111433.45,111541.98,111368.02,111389.11,93.92248
2025-10-29 21:15:00,111389.11,111566.34,111389.11,111545.71,64.4733
2025-10-29 21:30:00,111545.72,111800.0,111545.72,111612.12,135.89493
2025-10-29 21:45:00,111612.13,111687.51,111460.0,111617.26,110.7877
2025-10-29 22:00:00,111617.26,111618.46,111242.53,111442.04,217.71619
2025-10-29 22:15:00,111442.03,111511.3,111180.0,111220.18,78.63949
2025-10-29 22:30:00,111220.17,111252.44,111112.4,111132.86,56.92181
2025-10-29 22:45:00,111132.86,111250.0,110949.68,111028.2,93.97364
2025-10-29 23:00:00,111028.2,111077.76,110584.94,110584.95,316.4591
2025-10-29 23:15:00,110584.95,110733.21,110437.14,110463.59,149.21777
2025-10-29 23:30:00,110463.6,110463.6,109733.22,110003.25,436.02583
2025-10-29 23:45:00,110003.25,110153.84,109920.0,110021.29,165.08852
2025-10-30 00:00:00,110021.3,110154.82,109703.43,110150.92,214.68383
2025-10-30 00:15:00,110150.92,110402.52,110108.62,110386.98,166.94774
2025-10-30 00:30:00,110386.99,110519.81,110254.65,110440.23,175.45478
2025-10-30 00:45:00,110440.23,110583.86,110373.57,110559.48,92.50543
2025-10-30 01:00:00,110559.48,110611.74,110257.77,110505.02,145.66562
2025-10-30 01:15:00,110505.02,110595.7,110300.0,110382.7,106.50894
2025-10-30 01:30:00,110382.7,110611.05,110380.0,110607.09,120.8344
2025-10-30 01:45:00,110607.09,110725.64,110432.48,110460.76,202.63058
2025-10-30 02:00:00,110460.75,110595.51,110331.04,110595.51,120.23203
2025-10-30 02:15:00,110595.51,110985.84,110595.5,110918.62,150.58297
2025-10-30 02:30:00,110918.62,110999.95,110913.66,110973.46,98.90405
2025-10-30 02:45:00,110973.46,111011.99,110820.18,110985.92,118.49558
2025-10-30 03:00:00,110985.93,110985.93,110672.0,110778.0,168.91049
2025-10-30 03:15:00,110778.0,110874.0,110734.38,110783.89,127.74153
2025-10-30 03:30:00,110783.88,110914.23,110706.05,110726.64,150.89561
2025-10-30 03:45:00,110726.64,110816.85,110538.68,110751.47,181.19224
2025-10-30 04:00:00,110751.48,110761.43,109900.0,110011.49,489.05491
2025-10-30 04:15:00,110011.48,110152.37,108001.49,108390.02,1491.67402
2025-10-30 04:30:00,108390.02,109460.46,107925.06,108977.4,1185.61595
2025-10-30 04:45:00,108977.41,109246.48,108546.68,108575.27,370.62017
2025-10-30 05:00:00,108575.26,109020.0,108420.0,109006.89,300.6096
2025-10-30 05:15:00,109006.88,109200.0,108801.57,109163.95,227.63286
2025-10-30 05:30:00,109163.95,109923.07,109110.7,109917.23,356.36352
2025-10-30 05:45:00,109917.23,110434.58,109848.53,110248.29,327.5683
2025-10-30 06:00:00,110248.28,110295.96,110075.48,110180.0,246.25402
2025-10-30 06:15:00,110180.0,110244.5,109978.01,110176.27,191.33254
2025-10-30 06:30:00,110176.28,110921.6,110150.85,110896.13,367.91917
2025-10-30 06:45:00,110896.12,110964.09,110748.27,110768.01,195.32324
2025-10-30 07:00:00,110768.01,111325.5,110639.25,111220.02,282.08225
2025-10-30 07:15:00,111220.02,111592.0,111192.03,111274.25,283.39064
2025-10-30 07:30:00,111274.26,111376.99,111193.7,111376.98,155.72209
2025-10-30 07:45:00,111376.99,111440.52,111259.2,111366.72,110.60307
2025-10-30 08:00:00,111366.72,111467.01,110842.16,110851.05,726.44128
2025-10-30 08:15:00,110851.05,110979.64,110681.22,110681.23,219.21175
2025-10-30 08:30:00,110681.23,110921.65,110681.23,110879.61,96.1933
2025-10-30 08:45:00,110879.61,110889.31,110694.4,110714.31,145.36985
2025-10-30 09:00:00,110714.31,110814.0,110385.23,110417.57,286.73421
2025-10-30 09:15:00,110417.57,110469.0,110125.17,110415.4,153.71841
2025-10-30 09:30:00,110415.41,110530.91,110132.26,110193.38,121.69076
2025-10-30 09:45:00,110193.38,110370.52,110160.03,110171.69,96.96783
2025-10-30 10:00:00,110171.68,110231.92,109829.54,109878.01,226.7966
2025-10-30 10:15:00,109878.01,110164.86,109878.0,110065.8,163.17307
2025-10-30 10:30:00,110065.81,110186.0,109912.22,109912.22,102.77231
2025-10-30 10:45:00,109912.23,110194.83,109899.97,110105.75,80.41325
2025-10-30 11:00:00,110105.75,110144.25,109938.45,110010.88,69.01587
2025-10-30 11:15:00,110010.89,110063.74,109702.05,109922.74,220.7324
2025-10-30 11:30:00,109922.74,110063.21,109850.0,109945.89,115.08805
2025-10-30 11:45:00,109945.89,110075.03,109692.3,109717.29,146.22319
2025-10-30 12:00:00,109717.19,109777.93,109363.92,109426.96,203.49961
2025-10-30 12:15:00,109426.92,109500.0,108668.36,108784.3,472.59514
2025-10-30 12:30:00,108784.3,109104.99,108500.0,108500.27,426.34136
2025-10-30 12:45:00,108500.27,108668.2,108280.65,108387.86,347.05042
2025-10-30 13:00:00,108387.86,108728.54,108299.42,108539.96,774.91812
2025-10-30 13:15:00,108539.95,108557.55,108166.0,108461.22,416.35455
2025-10-30 13:30:00,108461.23,108538.46,107400.0,107473.0,1070.76903
2025-10-30 13:45:00,107473.01,108173.85,107419.47,107627.16,606.49534
2025-10-30 14:00:00,107627.15,108267.31,107610.44,108098.96,376.35208
2025-10-30 14:15:00,108098.96,108098.96,107777.77,107962.66,220.61741
2025-10-30 14:30:00,107962.67,108347.59,107843.51,108319.21,306.71533
2025-10-30 14:45:00,108319.22,108374.21,107919.24,108285.54,302.48863
2025-10-30 15:00:00,108285.54,108350.44,107900.0,107976.48,202.10365
2025-10-30 15:15:00,107976.48,107987.17,107758.39,107860.8,302.00891
2025-10-30 15:30:00,107860.8,107877.05,107480.0,107676.35,272.5999
2025-10-30 15:45:00,107676.34,107802.59,107328.0,107711.56,243.2014
2025-10-30 16:00:00,107711.56,108177.74,107559.98,108076.11,284.69958
2025-10-30 16:15:00,108076.11,108214.85,107900.0,108150.0,139.18143
2025-10-30 16:30:00,108150.0,108188.68,107946.61,108015.76,135.62874
2025-10-30 16:45:00,108015.76,108144.58,107946.61,108144.57,108.03876
2025-10-30 17:00:00,108144.58,108150.56,107470.64,107507.13,214.71593
2025-10-30 17:15:00,107507.13,107507.14,106801.0,107149.62,675.28935
2025-10-30 17:30:00,107149.62,107249.99,106850.0,107183.09,292.61007
2025-10-30 17:45:00,107183.09,107677.43,107183.08,107486.69,309.86447
2025-10-30 18:00:00,107486.69,107508.43,107231.55,107316.98,200.84745
2025-10-30 18:15:00,107316.98,107399.99,107210.56,107351.3,180.87193
2025-10-30 18:30:00,107351.3,107556.65,106929.11,106988.72,216.36512
2025-10-30 18:45:00,106988.71,107239.46,106791.78,106837.09,168.45703
2025-10-30 19:00:00,106837.09,107158.62,106716.71,106901.29,270.15421
2025-10-30 19:15:00,106901.29,107100.0,106659.9,107007.24,231.4206
2025-10-30 19:30:00,107007.24,107153.84,106304.34,106742.85,495.23821
2025-10-30 19:45:00,106742.86,107028.65,106346.0,106536.39,443.8792
2025-10-30 20:00:00,106536.39,107085.52,106316.17,106873.8,408.39327
2025-10-30 20:15:00,106873.8,107218.32,106852.23,107188.34,228.89451
2025-10-30 20:30:00,107188.33,107470.0,106830.86,107304.8,335.17912
2025-10-30 20:45:00,107304.81,107652.0,107237.52,107510.91,232.58535
2025-10-30 21:00:00,107510.91,107659.84,107401.84,107550.97,197.41592
2025-10-30 21:15:00,107550.97,107761.21,107400.0,107642.4,199.11741
2025-10-30 21:30:00,107642.4,107875.12,107438.36,107660.01,225.37071
2025-10-30 21:45:00,107660.0,107950.0,107607.65,107907.68,224.26515
2025-10-30 22:00:00,107907.67,107939.0,107638.63,107659.74,105.11956
2025-10-30 22:15:00,107659.73,107779.14,107596.89,107596.9,66.9974
2025-10-30 22:30:00,107596.89,107693.54,107472.0,107657.25,82.89883
2025-10-30 22:45:00,107657.25,107912.81,107585.07,107912.81,78.77272
2025-10-30 23:00:00,107912.81,107939.25,107600.01,107654.14,79.50798
2025-10-30 23:15:00,107654.14,107746.41,107607.62,107714.35,115.55577
2025-10-30 23:30:00,107714.35,108307.69,107703.31,107931.56,416.1972
2025-10-30 23:45:00,107931.57,108334.53,107911.92,108322.88,186.69022
2025-10-31 00:00:00,108322.87,108657.59,108275.28,108657.59,324.35111
2025-10-31 00:15:00,108657.59,108668.37,108422.32,108516.41,156.29304
2025-10-31 00:30:00,108516.4,108698.5,108482.72,108698.5,88.50242
2025-10-31 00:45:00,108698.49,109586.94,108698.49,109317.21,515.28284
2025-10-31 01:00:00,109317.21,110042.16,109180.0,109769.7,616.34341
2025-10-31 01:15:00,109769.7,109986.41,109699.43,109850.4,324.67968
2025-10-31 01:30:00,109850.39,109850.4,109449.0,109547.49,280.4149
2025-10-31 01:45:00,109547.49,109795.0,109511.45,109619.77,181.27718
2025-10-31 02:00:00,109619.77,109685.32,109014.58,109056.79,332.68262
2025-10-31 02:15:00,109056.78,109474.56,109056.78,109358.59,159.56017
2025-10-31 02:30:00,109358.59,109407.21,108745.56,108790.6,150.66134
2025-10-31 02:45:00,108790.59,108963.05,108565.26,108857.99,223.88759
2025-10-31 03:00:00,108858.0,109241.4,108613.11,109041.49,321.18344
2025-10-31 03:15:00,109041.49,109164.0,108971.52,109093.82,159.60545
2025-10-31 03:30:00,109093.82,109320.0,108832.06,108881.56,165.92429
2025-10-31 03:45:00,108881.56,109324.4,108881.55,109227.86,173.63182
2025-10-31 04:00:00,109227.87,109548.0,109114.88,109392.84,190.92402
2025-10-31 04:15:00,109392.85,109888.0,109248.29,109791.61,299.40407
2025-10-31 04:30:00,109791.62,110215.0,109667.67,110068.24,418.99966
2025-10-31 04:45:00,110068.25,110192.56,109921.71,110084.02,223.75153
2025-10-31 05:00:00,110084.02,110084.03,109780.99,109807.89,349.60827
2025-10-31 05:15:00,109807.9,109946.46,109691.92,109890.14,369.49621
2025-10-31 05:30:00,109890.14,110023.68,109846.04,109892.94,120.60645
2025-10-31 05:45:00,109892.94,109993.34,109842.47,109899.15,99.29731
2025-10-31 06:00:00,109899.15,109968.71,109598.52,109699.99,147.88558
2025-10-31 06:15:00,109699.99,109751.84,109561.23,109691.18,164.11278
2025-10-31 06:30:00,109691.18,109717.79,109517.49,109517.49,102.19523
2025-10-31 06:45:00,109517.5,109650.0,109517.49,109650.0,118.02234
2025-10-31 07:00:00,109650.0,109763.16,109440.74,109757.33,144.02654
2025-10-31 07:15:00,109757.33,109807.9,109607.35,109676.24,133.05909
2025-10-31 07:30:00,109676.24,109757.06,109511.71,109511.71,299.48315
2025-10-31 07:45:00,109511.72,109561.7,109266.58,109449.31,417.59699
2025-10-31 08:00:00,109449.32,109745.91,109214.13,109222.46,232.50043
2025-10-31 08:15:00,109222.45,109876.17,109222.45,109830.83,199.57635
2025-10-31 08:30:00,109830.82,109881.17,109672.0,109809.52,104.75611
2025-10-31 08:45:00,109809.53,110100.0,109765.73,110062.44,182.80068
2025-10-31 09:00:00,110062.45,110353.0,110012.26,110144.59,201.63395
2025-10-31 09:15:00,110144.59,110450.0,109988.0,109998.84,222.23324
2025-10-31 09:30:00,109998.84,110077.22,109910.0,109954.86,106.35373
2025-10-31 09:45:00,109954.86,110057.49,109807.89,109848.39,102.7177
2025-10-31 10:00:00,109848.39,109950.0,109764.0,109774.27,86.20816
2025-10-31 10:15:00,109774.28,109932.0,109768.66,109846.49,85.30008
2025-10-31 10:30:00,109846.5,110117.32,109710.08,110086.7,128.44267
2025-10-31 10:45:00,110086.69,110086.7,109807.89,109819.2,75.11671
2025-10-31 11:00:00,109819.21,109869.55,109573.51,109574.44,122.25149
2025-10-31 11:15:00,109574.44,109683.18,109479.26,109521.37,140.11485
2025-10-31 11:30:00,109521.38,109653.98,109461.53,109595.65,94.7815
2025-10-31 11:45:00,109595.65,110550.0,109595.65,110415.61,355.03529
2025-10-31 12:00:00,110415.62,110681.0,110136.9,110174.61,303.00739
2025-10-31 12:15:00,110174.62,110497.14,110148.86,110170.08,191.16553
2025-10-31 12:30:00,110170.08,110319.99,109644.65,109768.2,295.18986
2025-10-31 12:45:00,109768.2,109840.94,109619.94,109653.19,114.73861
2025-10-31 13:00:00,109653.2,110056.0,109649.03,110035.01,87.03513
2025-10-31 13:15:00,110035.0,110240.0,109886.53,109922.59,168.86095
2025-10-31 13:30:00,109922.59,109922.59,109366.91,109614.89,558.2994
2025-10-31 13:45:00,109614.9,110220.86,109598.52,110157.54,350.1248
2025-10-31 14:00:00,110157.54,110575.74,109942.26,109971.02,474.03738
